,movieId,all features
2325,5037,Drama    
2326,5123,Comedy    
2327,5160,Action Horror Thriller    
2328,5258,Drama   DavidGordonGreen 
2329,5647,Comedy   JohnR.CherryIII 
2330,5823,Drama   RobertHarmon 
2331,6040,Horror Thriller   JoeHarris 
2332,6865,Drama   ThomFitzgerald 
2333,7122,Comedy Drama War    
2334,7192,Action   SheldonLettich 
2335,7895,Crime Drama Thriller    
2336,8426,Animation Comedy Drama Fantasy Sci-Fi    
2337,8822,Adventure Comedy Fantasy Sci-Fi    
2338,8826,Drama   LaurentCantet 
2339,8895,Drama   DuncanRoy 
2340,8997,Comedy    
2341,26251,Drama    
2342,26911,Action Comedy Crime   JingWong 
2343,26966,Drama   GregoryMcDonald 
2344,27344,Action Adventure Animation Comedy Drama Fantasy Romance   KunihikoIkuhara 
2345,32440,Action Comedy   FredDekker 
2346,33154,Documentary   BethanyMcLean 
2347,33945,Drama Western    
2348,34466,Drama Romance   SanjayLeelaBhansali 
2349,36083,Action Comedy Drama   FarahKhan 
2350,37857,Adventure Children Drama Fantasy   NeilGaiman 
2351,38849,Comedy Horror Musical   MatthewLeutwyler 
2352,40491,Comedy Drama    
2353,42004,Adventure Comedy Drama   DuncanTucker 
2354,42011,Comedy Crime   JuddApatow 
2355,42385,Action Crime Drama   JulienSeri 
2356,44611,Crime Drama Mystery    
2357,47493,Fantasy Musical    
2358,49663,Drama   MohammadRasoulof 
2359,53548,Horror Sci-Fi    
2360,53873,Comedy    
2361,58130,Comedy Crime Drama    
2362,60737,Comedy Romance   PaulSoter 
2363,65400,Action   GideonAmir 
2364,68288,Crime Drama Thriller   BretEastonEllis 
2365,71779,Action Drama War    
2366,72787,Comedy Horror   DanSchaffer 
2367,73851,Comedy    
2368,74127,Horror    
2369,74284,Comedy   RobPerez 
2370,74355,Comedy Crime Drama Romance   AdrienneShelly 
2371,77808,Drama Romance    
2372,77899,Drama    
2373,80639,Musical Romance    
2374,81708,Crime Drama Thriller   EwaPiaskowska 
2375,86064,Drama   KornélMundruczó 
2376,86750,Crime Drama   MartinPrinz 
2377,89313,Drama Western    
2378,89718,Crime Drama Thriller   JamesFler 
2379,92738,Drama Mystery   RachelWard 
2380,93649,Documentary   TomNaughton 
2381,94312,Comedy   ToddRohal 
2382,94980,Crime Drama    
2383,96941,Documentary   DineshD'Souza 
2384,97042,Action Drama Romance   AdityaChopra 
2385,99260,Thriller   HaroldCronk 
2386,101207,Drama War   VeraBlasi 
2387,101283,Comedy   JonathanGoldstein 
2388,103249,Action Drama Horror IMAX   MatthewMichaelCarnahan 
2389,103528,Romance Western    
2390,103978,Drama   MegKasdan 
2391,103980,Drama   WoodyAllen 
2392,106918,Adventure Comedy Drama   SteveConrad 
2393,110867,Action Adventure Drama War   MelihEsatAcil 
2394,111793,Comedy Western    
2395,112961,Drama    
2396,114791,Action Comedy Musical    
2397,115027,Documentary War   DouglasMacArthur 
2398,115145,Documentary   BrettGaylor 
2399,115770,Drama   ShawnChristensen 
2400,116092,Comedy    
2401,116211,Mystery    
2402,117448,Fantasy   EikoKadono 
2403,119850,Comedy    
2404,120076,Documentary   ScottHamiltonKennedy 
2405,120206,Action Adventure Comedy Romance    
2406,127164,Documentary   LizGarbus 
2407,128173,Children Comedy   MikeElliott 
2408,129293,Thriller   MariaBeatty 
2409,129781,Drama   JesseZwick 
2410,131017,Comedy   AzizAnsari 
2411,44,Action Adventure Fantasy   EdBoon 
2412,159,Crime Drama Mystery   RichardPrice 
2413,192,Documentary   CraigMack 
2414,271,Drama   SethMargolis 
2415,606,Fantasy Horror   CliveBarker 
2416,743,Comedy   JasonFriedberg 
2417,844,Drama   LiYin 
2418,908,Action Adventure Mystery Romance Thriller    
2419,916,Comedy Drama Romance    
2420,1135,Comedy    
2421,1350,Horror Mystery Thriller    
2422,1875,Comedy   JillSprecher 
2423,2134,Comedy Fantasy Sci-Fi    
2424,2169,Comedy   AnthonyAbrams 
2425,2322,Action Sci-Fi War   DavidWebbPeoples 
2426,2644,Horror    
2427,2738,Comedy Drama    
2428,3017,Horror    
2429,3069,Drama    
2430,3123,Comedy    
2431,3183,Drama   RichardVetere 
2432,3287,Animation Children   EddieGuzelian 
2433,3370,Drama Thriller    
2434,3481,Comedy Drama Romance   NickHornby 
2435,3528,Drama Romance   PatConroy 
2436,3666,Horror Sci-Fi Thriller   CharlesBand 
2437,3669,Comedy   TomS.Parker 
2438,3744,Action Crime Thriller   ErnestTidyman 
2439,3783,Crime Drama   PaulMayersberg 
2440,3922,Comedy    
2441,4199,Action    
2442,4267,Comedy   StanSeidel 
2443,4354,Crime Thriller   GeorgePutnam 
2444,4538,Comedy Drama    
2445,5214,Comedy Fantasy    
2446,5219,Action Horror Sci-Fi Thriller   PaulW.S.Anderson 
2447,5405,Western    
2448,5606,Horror Mystery    
2449,5764,Drama Horror Sci-Fi Thriller    
2450,5852,Comedy Horror    
2451,6167,Comedy    
2452,6391,Children Comedy    
2453,6491,Adventure Drama Thriller   JuliaMontejo 
2454,6509,Drama Romance    
2455,6831,Comedy   DavidSeltzer 
2456,6988,Drama Romance    
2457,7225,Documentary    
2458,7250,Comedy    
2459,7257,Comedy Crime Thriller   ElmoreLeonard 
2460,7290,Comedy    
2461,7901,Horror    
2462,8815,Horror Thriller   WilliamPeterBlatty 
2463,8967,Comedy Horror   DonMancini 
2464,26136,Comedy Western    
2465,26323,Comedy    
2466,26728,Drama   Seefullsummary 
2467,26915,Comedy Drama   JamesGunn 
2468,30942,Drama Western    
2469,32128,Comedy Drama   TimFirth 
2470,32357,Drama Film-Noir    
2471,33603,Comedy Drama   EddyTerstall 
2472,33819,Drama   AmyFox 
2473,33821,Drama   RuthEpstein 
2474,34369,Drama    
2475,34505,Drama Horror   Ki-hyeongPark 
2476,48262,Documentary   TadFriend 
2477,48598,Drama   DouglasMcGrath 
2478,52462,Action Adventure Animation Comedy Fantasy Mystery Sci-Fi   DaveWillis 
2479,54116,Drama Thriller   MarkFergus 
2480,56474,Drama   GeorgesBataille 
2481,56479,Documentary   RandyBarbato 
2482,57368,Action Mystery Sci-Fi Thriller   DrewGoddard 
2483,61289,Action Western   TakashiMiike 
2484,61398,Fantasy Horror Thriller   DarioArgento 
2485,63676,Drama Sci-Fi    
2486,66051,Romance Western    
2487,69061,Drama   DavidHollander 
2488,71033,Crime Drama Mystery Romance Thriller   EduardoSacheri 
2489,71239,Drama Horror Thriller   SeanEllis 
2490,71348,Crime Drama   JuanMartínezMoreno 
2491,72848,Drama    
2492,75404,Comedy Horror   RamonIsao 
2493,76778,Documentary Mystery   PeterGreenaway 
2494,77709,Adventure Animation Drama   HiroshiMori 
2495,78469,Action Comedy Thriller   JoeCarnahan 
2496,80746,Comedy Drama    
2497,81518,Mystery   GillesBourdos 
2498,82467,Drama    
2499,82732,Crime Drama Film-Noir    
2500,84094,Comedy Drama    
2501,84118,Drama   MarcoBechis 
2502,87769,Drama   JanRuzicka 
2503,88160,Crime Drama Thriller   JohnMcNaughton 
2504,88299,Documentary   JustinSchein 
2505,90524,Action Drama Mystery Thriller   ShawnChristensen 
2506,92382,Drama    
2507,92793,Children Fantasy Musical Romance   HansChristianAndersen 
2508,93855,Comedy Drama   BobcatGoldthwait 
2509,94442,Drama    
2510,94469,Comedy Drama Romance   DanielTaplitz 
2511,95814,Comedy   BrandonCole 
2512,97464,Drama    
2513,99904,Action Comedy   WiktorEricsson 
2514,104089,Comedy   AndrewBujalski 
2515,104153,Crime Horror Sci-Fi    
2516,104298,Horror Thriller   JohnSwetnam 
2517,104969,Comedy    
2518,107174,Documentary    
2519,107591,Drama   SimoHalinen 
2520,107955,Crime Drama   JuanchoCardona 
2521,109385,Documentary   JamieMeltzer 
2522,110177,Comedy Crime Mystery    
2523,110796,Comedy Drama   HanifKureishi 
2524,111743,Comedy Western   SethMacFarlane 
2525,112594,Comedy Crime Musical   RobinBhatt 
2526,112727,Crime Horror Thriller   ScottDerrickson 
2527,112735,Drama   DavidGulpilil 
2528,113234,Crime Mystery Thriller    
2529,113478,Drama    
2530,115965,Action Comedy Crime   StasMokhnachev 
2531,116197,Adventure Romance Thriller    
2532,118025,Comedy    
2533,120891,Comedy   CarloVerdone 
2534,122480,Action Adventure Fantasy Sci-Fi   BillNorton 
2535,125628,Documentary   TiaLessin 
2536,126963,(nogenreslisted)   MayaDeren 
2537,128443,Drama   AlexisDurand-Brault 
2538,128548,Comedy    
2539,129779,Action Animation Sci-Fi   KazuchikaKise 
2540,253,Drama Horror   AnneRice 
2541,806,Crime Drama   DavidMamet 
2542,1148,Animation Children Comedy Crime   NickPark 
2543,1210,Action Adventure Sci-Fi    
2544,1280,Drama   SuTong 
2545,1363,Drama   RobertNathan 
2546,1689,Comedy Crime Thriller   RobertFarrar 
2547,1759,Drama   FernandoGabeira 
2548,1771,Horror   StephenKing 
2549,1866,Action Comedy Crime   BenRamsey 
2550,1877,Drama   RodneyGibbons 
2551,1955,Drama    
2552,2076,Drama Mystery Thriller    
2553,2371,Comedy Crime Mystery    
2554,2601,Comedy   PeterDuncan 
2555,2727,Crime Film-Noir    
2556,2804,Children Comedy    
2557,2809,Comedy   JeffFranklin 
2558,3010,Drama   LucDardenne 
2559,3587,Horror    
2560,3727,Horror Western    
2561,4036,Drama Horror   MaxSchreck 
2562,4209,Drama   DavidMcCumber 
2563,4547,Crime Drama    
2564,4779,Documentary   KennethA.Carlson 
2565,5448,Adventure Animation Children Comedy   CraigBartlett 
2566,5480,Children Comedy   E.B.White 
2567,5708,Comedy Drama    
2568,5768,Comedy Fantasy    
2569,5892,Action Adventure Children    
2570,6528,Comedy    
2571,6949,Comedy Mystery Sci-Fi   SteveAnderson 
2572,7023,Comedy Drama Romance   AngLee 
2573,7258,Comedy Crime   MarcHyman 
2574,8141,Adventure Drama    
2575,8290,Action Crime    
2576,8674,Drama   KirstenSheridan 
2577,9016,Horror   MichaelCunningham 
2578,25837,Comedy Romance    
2579,25906,Drama Romance    
2580,26393,Action Thriller    
2581,26710,Comedy Drama   KarenLeighHopkins 
2582,26809,Drama   PeterGreenaway 
2583,27449,Drama   HannesStöhr 
2584,30783,Horror Thriller    
2585,31553,Action Adventure Sci-Fi   PaulDini 
2586,32598,Comedy Romance   PeterFarrelly 
2587,43567,Drama    
2588,46318,Comedy Drama    
2589,46925,Drama Romance    
2590,48214,Drama   WimWenders 
2591,52088,Drama   TomWillett 
2592,55247,Action Adventure Drama   SeanPenn 
2593,55250,Comedy   NicholeMillard 
2594,57865,Comedy Romance   MichaelIanBlack 
2595,60284,Documentary   JerrydBayless 
2596,61215,Horror Mystery Thriller   ChookiatSakveerakul 
2597,65111,Comedy Drama Thriller   SeanMcGinly 
2598,67675,Comedy Mystery Romance    
2599,67927,Crime Drama Horror Thriller    
2600,70425,Comedy Romance   KimFupzAakeson 
2601,70500,Documentary   BradleyBeesley 
2602,70708,Drama Mystery   MauricioKartun 
2603,70920,Comedy Romance   RiccardoDonna 
2604,71409,Crime Thriller   ArmandoLao 
2605,71606,Fantasy Musical    
2606,71619,Drama   EdmondeCharles-Roux 
2607,72163,Adventure Romance Western    
2608,72897,Drama Romance    
2609,74144,Drama    
2610,74510,Action Crime Drama Mystery Thriller   JonasFrykberg 
2611,78909,Drama   ClaudeMiller 
2612,79035,Drama Romance    
2613,79077,Drama   PhilCraig 
2614,79195,Drama Romance   RituparnoGhosh 
2615,79897,Comedy Drama Mystery   ChrisProvenzano 
2616,80222,Drama Romance   AmyAndelson 
2617,80848,Drama Romance   ValérieMinetto 
2618,81080,Horror Thriller   EvanCharnov 
2619,82671,Crime Drama   AlbertoRodríguez 
2620,86279,Documentary   MichaelMadsen 
2621,86860,Crime Drama Romance    
2622,87633,Drama   MarkRappaport 
2623,88750,Comedy Crime Romance    
2624,91831,Horror Thriller   WilliamBrentBell 
2625,93083,Animation   AlanR.Cohen 
2626,94341,Documentary War   BrianIglesias 
2627,97423,Drama Thriller   KathrinResetarits 
2628,99007,Comedy Horror Romance   IsaacMarion 
2629,99056,Drama Horror Romance    
2630,99413,Comedy Horror   AlejandroBrugués 
2631,100161,Comedy   MunenoriMizuno 
2632,101664,Drama   H.Banerjee 
2633,102123,Action Comedy   EvanGoldberg 
2634,102823,Documentary   JonasMekas 
2635,103030,Drama   TravisFine 
2636,103182,Drama    
2637,103685,Drama Fantasy Thriller War   AmyJump 
2638,104698,Horror    
2639,107737,Action Sci-Fi Thriller   JasonDodson 
2640,108403,Documentary   BradfordThomason 
2641,109199,Horror   DouglasBuck 
2642,111880,Documentary   DheerajAkolkar 
2643,112552,Drama   DamienChazelle 
2644,113945,Crime Drama Film-Noir    
2645,114417,Drama   VincenzoCerami 
2646,114486,Comedy Documentary   MarkHartley 
2647,114698,Horror   YoshihiroIshikawa 
2648,116833,Adventure Animation Fantasy    
2649,118200,Drama   GilliesMacKinnon 
2650,120777,Drama    
2651,121184,Drama Romance   DuaneAdler 
2652,127622,Drama War    
2653,128578,Comedy   SusanneBier 
2654,128648,Drama Thriller   CarterSmith 
2655,130066,Comedy Romance   NoémieLvovsky 
2656,131082,Documentary   LibbySpears 
2657,103,Mystery Sci-Fi Thriller   BillGeddie 
2658,236,Action Comedy Romance   AdamBrooks 
2659,329,Adventure Drama Sci-Fi   GeneRoddenberry 
2660,460,Comedy   TomS.Parker 
2661,1056,Drama   HosseinAmini 
2662,1085,Adventure Drama    
2663,1398,Romance War   HenryS.Villard 
2664,1873,Crime Drama Romance War   VictorHugo 
2665,1890,Drama   MichaelBoston 
2666,2062,Drama Romance   SandraGoldbacher 
2667,2069,Drama    
2668,2198,Documentary   PeterShapiro 
2669,2323,Documentary   BennettMiller 
2670,2496,Comedy Romance   BillKelly 
2671,2497,Romance   NicholasSparks 
2672,2595,Documentary   AndrzejBrodek 
2673,2629,Comedy Romance   CathleenSchine 
2674,3173,Drama   DanielPyne 
2675,3258,Comedy Fantasy   MartinDonovan 
2676,3279,Action Drama   LorenzoDoumani 
2677,3284,Comedy Mystery Romance    
2678,3456,Drama   MajidMajidi 
2679,3512,Drama Romance   BonnieHunt 
2680,3972,Action Comedy   JackieChan 
2681,4025,Comedy Crime   MarcLawrence 
2682,4104,Comedy    
2683,4200,Action   SheldonLettich 
2684,4240,Comedy Fantasy   Jean-MariePoiré 
2685,4286,Drama   PatrickSheaneDuncan 
2686,4368,Comedy   HughLofting 
2687,4610,Comedy Crime Mystery Thriller    
2688,4899,Adventure Comedy Fantasy   GilJunger 
2689,5080,Comedy   DavidH.Steinberg 
2690,5142,Comedy Drama    
2691,5238,Drama    
2692,5401,Comedy   JohnRidley 
2693,5891,Horror Thriller    
2694,6030,Comedy Musical    
2695,6110,Comedy Horror Mystery    
2696,6128,Comedy Drama    
2697,6956,Drama Romance   Chih-yenYee 
2698,7239,Drama Sci-Fi    
2699,7244,Horror Sci-Fi    
2700,7311,Drama Romance    
2701,8260,Comedy Drama   TonyGatlif 
2702,8391,Comedy Drama    
2703,8782,Action Adventure Fantasy Sci-Fi   GerryAnderson 
2704,8899,Drama    
2705,25810,Adventure Drama War    
2706,26933,Documentary   NickBroomfield 
2707,31107,Drama    
2708,32968,Drama   OusmaneSembene 
2709,33480,Comedy Musical    
2710,33863,Drama Romance    
2711,39435,Action Adventure Drama Western   RobertoOrci 
2712,41573,Comedy Drama Romance   ThomasBezucha 
2713,44195,Comedy Drama   JasonReitman 
2714,46910,Animation Crime Drama    
2715,48082,Comedy Drama Fantasy Romance   MichelGondry 
2716,48909,Drama Thriller    
2717,50183,Drama Romance   KatherineBrooks 
2718,50589,Drama Romance   TheodorosAngelopoulos 
2719,53435,Crime Horror Thriller   EliRoth 
2720,54986,Action Comedy    
2721,57482,Western    
2722,58223,Drama   JordiGalceran 
2723,58595,Drama   ErinFisher 
2724,60522,Action Comedy Fantasy Horror Thriller   NoboruIguchi 
2725,63515,Drama Mystery   DmitriySobolev 
2726,65882,Drama Horror Mystery Thriller   ThomasGuard 
2727,66337,Drama   Hsiao-HsienHou 
2728,69227,Children Comedy   JohnR.CherryIII 
2729,70223,Action Adventure Comedy Romance War    
2730,70912,Drama   BaharehAzimi 
2731,71110,Comedy Drama   ArtoKoskinen 
2732,71182,Drama War    
2733,72336,Comedy    
2734,73572,Drama Horror   HerbertGolder 
2735,77517,Drama War    
2736,78043,Comedy    
2737,78727,Crime Drama   DuaneCrichton 
2738,78955,Drama    
2739,79505,Comedy Drama   RuneDenstadLanglo 
2740,80354,Comedy   SimonVerhoeven 
2741,81018,Animation   SylvainChomet 
2742,83049,Children Comedy   MarkS.Kaufman 
2743,83825,Adventure Fantasy    
2744,85372,Comedy   FrançoisOzon 
2745,86892,Action Crime Thriller   Jeong-beomLee 
2746,88166,Comedy Drama Romance    
2747,88593,Crime Drama Thriller   Won-ChanHong 
2748,90559,Documentary   MattRadecki 
2749,93287,Comedy   HowardFranklin 
2750,95300,Romance   FedericoMoccia 
2751,96962,Comedy Drama    
2752,97188,Horror Thriller   ScottDerrickson 
2753,98402,Crime Thriller   ChristopherGrøndahl 
2754,102188,Action Drama War   DanClarke 
2755,103411,Drama Horror    
2756,103772,Action Adventure Fantasy Sci-Fi   MarkBomback 
2757,103908,Documentary   NinaDavenport 
2758,104576,Horror Thriller   PaulHyett 
2759,106059,Comedy Drama   JeanBecker 
2760,106326,Drama   MattiIjäs 
2761,107141,Comedy Drama   WaltDisney 
2762,107653,Animation Drama Fantasy   ShaunTan 
2763,109185,Animation Drama    
2764,109567,Drama War    
2765,110330,Drama   NiccolòAmmaniti 
2766,114420,Action Adventure Crime Mystery    
2767,114834,Comedy Horror    
2768,115923,Action Drama War   BrendanCowles 
2769,117152,Drama   KambuziaPartovi 
2770,118332,Drama Horror   JohnGeddes 
2771,118888,Comedy   DaveChappelle 
2772,121137,Horror Thriller   DeclanO'Brien 
2773,129911,Documentary   MaríliaPêra 
2774,129929,(nogenreslisted)   RayaMartin 
2775,12,Comedy Horror   MelBrooks 
2776,336,Drama War   PrestonA.WhitmoreII 
2777,350,Drama Mystery Thriller   JohnGrisham 
2778,973,Comedy Drama    
2779,984,Comedy Drama   JonCryer 
2780,1046,Drama Romance   JonathanHarvey 
2781,1093,Drama   JimMorrison 
2782,1260,Crime Film-Noir Thriller    
2783,2236,Drama   MarkStevenJohnson 
2784,2409,Action Drama    
2785,2531,Action Sci-Fi    
2786,2723,Action Comedy Fantasy   NeilCuthbert 
2787,2939,Drama Thriller    
2788,3054,Adventure Animation Children Fantasy Sci-Fi   MichaelHaigney 
2789,3196,Drama War    
2790,3207,Adventure    
2791,3228,Comedy   EricSchaeffer 
2792,3328,Crime Drama   JimJarmusch 
2793,3548,Comedy Drama    
2794,3741,Crime Drama Thriller    
2795,4144,Drama Romance   Kar-WaiWong 
2796,4198,Sci-Fi    
2797,4305,Romance Thriller   GeraldDiPego 
2798,4317,Comedy Romance   DaleLauner 
2799,4523,Comedy Drama Fantasy    
2800,4874,Drama Fantasy Mystery Sci-Fi   GeneBrewer 
2801,5087,Comedy Drama Romance    
2802,5322,Drama   BartFreundlich 
2803,6201,Drama Romance    
2804,6267,Drama Thriller   RobertDuvall 
2805,6810,Drama Thriller   NancyPrice 
2806,7005,Comedy   EmlynWilliams 
2807,7020,Comedy Drama Romance   JocelynMoorhouse 
2808,7447,Documentary   DavidC.Thomas 
2809,7786,Documentary   RokoBelic 
2810,7928,Drama    
2811,7940,Drama    
2812,7945,Drama    
2813,8198,Crime Horror Mystery Thriller    
2814,8255,Crime Mystery Thriller   HideoNakata 
2815,25835,Crime Drama Film-Noir    
2816,26159,Action Crime Drama    
2817,26226,Comedy    
2818,26947,Crime Thriller   JensDahl 
2819,27837,Action Adventure   LukasHeller 
2820,32141,Drama    
2821,32314,Adventure Comedy Documentary   ZakPenn 
2822,39414,Comedy Drama Romance   SteveMartin 
2823,40226,Action Comedy Horror Romance Sci-Fi   SatoshiTakagi 
2824,40337,Drama   UdiLion 
2825,40952,Drama   DavidSiegel 
2826,46194,Comedy Romance   CraigChester 
2827,50003,Action Adventure   J.F.Lawton 
2828,53468,Comedy Horror Thriller   RobertChomiak 
2829,54455,Comedy Drama Romance    
2830,55226,Crime Film-Noir    
2831,55492,Horror   LarryFessenden 
2832,59922,Drama   AnnHui 
2833,60183,Documentary   SteveJames 
2834,62208,Drama    
2835,66282,Western    
2836,66317,Adventure Animation Fantasy   LarsJansson 
2837,67892,Comedy Musical Romance    
2838,68690,Drama Musical   ChristopheHonoré 
2839,70828,Documentary Drama Sci-Fi   JoeAhearne 
2840,71282,Documentary   RobertKenner 
2841,71865,Drama   BruceBeresford 
2842,72011,Drama Romance   WalterKirn 
2843,72784,Horror Thriller    
2844,72885,Drama    
2845,72980,Drama Romance   PauloCoelho 
2846,73386,Crime Drama   JamesDeMonaco 
2847,73492,Drama   LisandroAlonso 
2848,74590,Drama Film-Noir    
2849,78016,Drama   RehaErdem 
2850,79346,Documentary Musical   JackGulick 
2851,79775,Comedy Romance   LaurentTirard 
2852,80590,Drama   AllanLoeb 
2853,82476,Drama Musical    
2854,83827,Documentary   MarkHogancamp 
2855,86087,Comedy   ErtemEgilmez 
2856,86651,Comedy Drama Romance    
2857,89354,Crime Drama   FatihAkin 
2858,89570,Drama   JasonLew 
2859,90211,Comedy Documentary Drama   MohsenMakhmalbaf 
2860,90664,Comedy    
2861,91256,Comedy Drama   OusmaneSembene 
2862,91786,Action Adventure Animation Mystery Sci-Fi   AkihiroHino 
2863,92010,Comedy   FabriceEboué 
2864,93572,Comedy Crime Romance   KentSublette 
2865,94803,Horror   JaceAnderson 
2866,95311,Animation Children Comedy Fantasy   DougSweetland 
2867,96728,Drama   PaulThomasAnderson 
2868,98595,Comedy Drama    
2869,100291,Documentary Drama   TrevorMartin 
2870,103912,Adventure Drama Horror   LaurentBoutonnat 
2871,105032,Comedy   MeeraMenon 
2872,105328,Documentary   DarrylRoberts 
2873,105355,Drama Romance   AbdellatifKechiche 
2874,105577,Thriller   AlanSharp 
2875,107565,Comedy   BoraDagtekin 
2876,107883,Drama Romance   RiteshBatra 
2877,108220,Documentary   AhmedHassan 
2878,108473,Comedy Drama Romance   AlekosSakellarios 
2879,109355,Western    
2880,109529,Documentary   CherylDunn 
2881,110229,Action Adventure Children Comedy Fantasy   TomReeve 
2882,114191,Documentary    
2883,115348,Drama   StephenCone 
2884,116102,Drama   JoãoCésarMonteiro 
2885,116907,Documentary   MarkMonroe 
2886,117494,Sci-Fi   KennethJohnson 
2887,117873,Documentary   KateChurchill 
2888,118248,Drama Thriller   PaulSchrader 
2889,118694,Drama Horror Thriller    
2890,119212,Comedy   DavidDietl 
2891,119901,Action Adventure War   NigelKneale 
2892,121596,Action Children Drama   EvanJacobs 
2893,123264,Action Adventure Fantasy   ChristianWilliams 
2894,125640,(nogenreslisted)   Ming-liangTsai 
2895,126422,Thriller   ZaidaBergroth 
2896,126753,Comedy    
2897,127152,Documentary   AlexGibney 
2898,131011,Crime Drama    
2899,223,Comedy   KevinSmith 
2900,738,Drama   MauricePialat 
2901,860,Comedy   SönkeWortmann 
2902,1769,Action Crime Thriller   KenSanzel 
2903,2006,Action Comedy Romance   JohnstonMcCulley 
2904,2090,Adventure Animation Children Crime Drama    
2905,2675,Comedy Drama Romance   RafaRusso 
2906,2680,Drama   WilliamRoth 
2907,2684,Comedy Drama   BrendaNewman 
2908,2692,Action Crime   TomTykwer 
2909,2701,Action Comedy Sci-Fi Western   JimThomas 
2910,2920,Drama Romance    
2911,3037,Western    
2912,3076,Comedy    
2913,3083,Drama   PedroAlmodóvar 
2914,3116,Drama   HelenCooper 
2915,3171,Drama    
2916,3325,Comedy Drama   TomRopelewski 
2917,3353,Comedy Romance   AileenRitchie 
2918,3500,Comedy Drama   BillyCrystal 
2919,3679,Documentary Musical    
2920,3792,Drama Romance Western    
2921,3859,Documentary   FentonBailey 
2922,3990,Animation Children Comedy   PaulDemeyer 
2923,4033,Drama Thriller War   DavidSelf 
2924,4394,Comedy Musical    
2925,4446,Adventure Animation Fantasy Sci-Fi   MotonoriSakakibara 
2926,5003,Animation    
2927,5069,Action Adventure Animation Drama Fantasy   YoshiyukiTakei 
2928,5105,Drama Horror Thriller    
2929,5307,Comedy   JillMazursky 
2930,5328,Drama Romance   KirstyGunn 
2931,5422,Comedy   SimonLeys 
2932,5465,Crime Drama Thriller   ShunjiIwai 
2933,5841,Adventure Romance   WilliamA.Graham 
2934,6254,Comedy Romance    
2935,6522,Comedy    
2936,6538,Drama Mystery Thriller   FrançoisOzon 
2937,6668,Drama Romance   ShiBao 
2938,6671,Drama    
2939,6716,Drama    
2940,6970,Comedy Romance    
2941,7055,Comedy Musical Romance    
2942,7304,Animation Comedy Fantasy Musical    
2943,8133,Drama   PerFly 
2944,8239,Comedy Drama    
2945,8460,Musical Romance    
2946,8693,Drama War    
2947,8723,Adventure Drama War   DanielCalparsoro 
2948,8828,Drama Thriller    
2949,26187,Comedy Fantasy Musical    
2950,26547,Action Comedy Crime Thriller    
2951,27205,Drama   ElietteAbecassis 
2952,27332,Drama Horror Thriller   ThomasBaum 
2953,27441,Action Animation Horror   KenjiKamiyama 
2954,27515,Drama Romance   SijieDai 
2955,27608,Action Adventure Animation Fantasy Sci-Fi   EnkiBilal 
2956,30749,Drama War   KeirPearson 
2957,31594,Comedy Romance    
2958,32383,Fantasy Musical    
2959,33166,Crime Drama   PaulHaggis 
2960,33679,Action Adventure Comedy Romance   SimonKinberg 
2961,39796,Action Drama Thriller   Jean-ChristopheGrangé 
2962,40699,Comedy Romance   RogerHedden 
2963,47907,Drama War   ImreKertész 
2964,47972,Drama Romance   PatriceChéreau 
2965,48045,Comedy   AlainChabat 
2966,50158,Drama Musical   RobertAdetuyi 
2967,52328,Adventure Drama Sci-Fi Thriller   AlexGarland 
2968,56165,Horror Thriller   AlexandreAja 
2969,56176,Children Comedy   JonVitti 
2970,56869,Comedy   MarçalAquino 
2971,56959,Horror Mystery Thriller    
2972,57147,Crime Drama Thriller   WoodyAllen 
2973,57326,Action Adventure Fantasy   DougTaylor 
2974,59590,Documentary Musical   SallyGeorge 
2975,60880,Comedy Drama    
2976,61210,Action Adventure Sci-Fi   PhilipEisner 
2977,63239,Children Fantasy Musical Romance   OscarHammersteinII 
2978,67931,Action Adventure    
2979,69809,Fantasy Sci-Fi   EduardVolodarskiy 
2980,71170,Drama    
2981,71426,Horror Mystery Thriller    
2982,71978,Drama    
2983,79327,Comedy Drama Romance    
2984,80083,Action Adventure Animation Fantasy Sci-Fi   DaisukeNishio 
2985,80491,Drama War    
2986,81107,Drama    
2987,81195,Action Comedy Crime Drama   MarkO'Rowe 
2988,82123,Crime    
2989,84298,Drama    
2990,88282,Drama Horror   SophieFillières 
2991,88692,Drama Romance   MarcForby 
2992,90549,Drama Romance War   EricSchmid 
2993,90815,Comedy Drama   ValeriaBruniTedeschi 
2994,90870,Crime Drama Thriller   KarlGajdusek 
2995,90890,Comedy   BenZook 
2996,93441,Drama   KôjiWakamatsu 
2997,94417,Documentary   TimothyLeary 
2998,96691,Action Horror Sci-Fi IMAX   PaulW.S.Anderson 
2999,96969,Comedy Drama   GuyThomas 
3000,98475,Comedy Crime    
3001,98815,Documentary   ElfiMikesch 
3002,99744,Comedy Drama   MichaelKnowles 
3003,100054,Drama    
3004,102517,Action Adventure Drama    
3005,102993,Comedy Drama   JimRash 
3006,107022,Action War    
3007,107098,Drama    
3008,107408,Comedy Drama War    
3009,109372,Comedy Romance   LeslyeHeadland 
3010,111921,Drama Romance   ScottNeustadter 
3011,112640,Action Musical Sci-Fi   DavidBenullo 
3012,112911,Action Adventure   RyanJ.Condal 
3013,115147,Drama Romance   NicholasSparks 
3014,118496,Children Comedy Romance   LeighDunlap 
3015,118768,Crime Documentary Mystery   JoeMedeiros 
